,open,high,low,close,volume
2023-06-07 15:49:00,1841.0,1842.32,1840.02,1841.17,18.20131
2023-06-07 15:50:00,1840.28,1840.99,1839.27,1840.65,17.57576
2023-06-07 15:51:00,1841.03,1844.52,1841.03,1843.3,21.18843
2023-06-07 15:52:00,1843.06,1843.48,1840.63,1841.67,27.53534
2023-06-07 15:53:00,1841.37,1843.85,1839.51,1843.54,22.90137
2023-06-07 15:54:00,1843.77,1844.13,1841.01,1841.02,9.26844
2023-06-07 15:55:00,1841.21,1841.78,1839.15,1841.69,20.68223
2023-06-07 15:56:00,1841.71,1843.28,1841.67,1843.28,13.64583
2023-06-07 15:57:00,1842.29,1842.78,1841.67,1842.78,12.75106
2023-06-07 15:58:00,1842.46,1843.39,1842.45,1843.39,10.28197
2023-06-07 15:59:00,1843.5,1844.88,1843.5,1844.4,9.44092
2023-06-07 16:00:00,1843.79,1843.79,1838.41,1838.83,12.38766
2023-06-07 16:01:00,1838.92,1839.03,1836.25,1837.38,21.35124
2023-06-07 16:02:00,1836.68,1840.22,1835.14,1840.22,25.27127
2023-06-07 16:03:00,1840.04,1843.69,1835.97,1843.47,33.17982
2023-06-07 16:04:00,1843.47,1843.55,1840.32,1841.57,16.17349
2023-06-07 16:05:00,1841.6,1843.7,1841.6,1843.7,21.2098
2023-06-07 16:06:00,1843.53,1845.62,1843.52,1844.3,14.59308
2023-06-07 16:07:00,1844.31,1844.86,1843.76,1844.54,11.2437
2023-06-07 16:08:00,1844.52,1846.31,1844.52,1845.84,18.6562
2023-06-07 16:09:00,1845.92,1849.45,1845.92,1848.67,17.44984
2023-06-07 16:10:00,1848.42,1849.21,1846.28,1846.55,26.469
2023-06-07 16:11:00,1846.35,1846.92,1845.63,1846.18,8.98403
2023-06-07 16:12:00,1846.19,1846.51,1845.93,1846.51,6.69792
2023-06-07 16:13:00,1846.59,1847.22,1846.05,1847.07,30.12147
2023-06-07 16:14:00,1846.99,1848.9,1846.41,1847.81,11.67067
2023-06-07 16:15:00,1847.86,1848.34,1846.44,1846.72,7.3997
2023-06-07 16:16:00,1846.44,1846.47,1845.04,1845.04,3.75354
2023-06-07 16:17:00,1845.01,1847.04,1845.01,1847.04,14.08594
2023-06-07 16:18:00,1846.26,1848.01,1846.14,1848.01,16.17222
2023-06-07 16:19:00,1847.84,1848.79,1847.84,1847.93,11.1163
2023-06-07 16:20:00,1847.79,1847.89,1846.73,1846.76,5.02174
2023-06-07 16:21:00,1846.85,1847.62,1846.69,1847.62,6.81583
2023-06-07 16:22:00,1847.66,1848.04,1847.24,1847.24,5.43209
2023-06-07 16:23:00,1847.15,1847.24,1846.82,1847.22,6.24053
2023-06-07 16:24:00,1847.06,1847.06,1845.54,1845.54,4.16683
2023-06-07 16:25:00,1845.04,1845.99,1844.93,1845.25,9.88758
2023-06-07 16:26:00,1845.31,1845.95,1845.14,1845.95,7.65197
2023-06-07 16:27:00,1845.44,1845.98,1845.22,1845.97,6.25805
2023-06-07 16:28:00,1845.99,1847.09,1845.86,1847.08,5.70656
2023-06-07 16:29:00,1847.09,1847.81,1846.82,1847.05,8.82924
2023-06-07 16:30:00,1846.95,1847.89,1846.24,1847.89,12.00372
2023-06-07 16:31:00,1848.0,1849.91,1848.0,1849.91,17.47667
2023-06-07 16:32:00,1849.15,1851.42,1848.68,1851.42,17.81132
2023-06-07 16:33:00,1851.56,1851.66,1850.34,1851.23,18.0069
2023-06-07 16:34:00,1850.76,1851.97,1850.76,1850.76,12.34363
2023-06-07 16:35:00,1850.67,1850.76,1841.99,1848.5,11.93351
